adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0001042046-19-000014	1042046	AMERICAN FINANCIAL GROUP INC	6331	US	OH	CINCINNATI	45202	GREAT AMERICAN INSURANCE GROUP TOWER	301 E. 4TH STREET	5135792121	US	OH	CINCINNATI	45202	GREAT AMERICAN INSURANCE GROUP TOWER	301 E. 4TH STREET	US	OH	311544320	AMERICAN FINANCIAL GROUP HOLDINGS INC	19970709	1-LAF	1	1231	10-K	20181231	2018	FY	20190226	2019-02-26 17:10:00.0	0	1	afg-20181231.xml	1		8400000000.00	20180630		
0001042776-19-000036	1042776	PIEDMONT OFFICE REALTY TRUST, INC.	6512	US	GA	ATLANTA	30342	5565 GLENRIDGE CONNECTOR	STE 450	7704188800	US	GA	ATLANTA	30342	5565 GLENRIDGE CONNECTOR	STE 450	US	MD	582328421	WELLS REAL ESTATE INVESTMENT TRUST INC	19980515	1-LAF	1	1231	10-K	20181231	2018	FY	20190220	2019-02-20 16:40:00.0	0	1	pdm12311810-k_htm.xml	1		2531552768.00	20180629		
0001042893-19-000003	1042893	DRIL-QUIP INC	3533	US	TX	HOUSTON	77041	6401 N. ELDRIDGE PARKWAY		7139397711	US	TX	HOUSTON	77041	6401 N. ELDRIDGE PARKWAY		US	DE	742162088			1-LAF	1	1231	10-K	20181231	2018	FY	20190227	2019-02-27 16:33:00.0	0	1	drq-20181231.xml	1		1909500032.00	20180629		
0001043277-19-000006	1043277	C H ROBINSON WORLDWIDE INC	4731	US	MN	EDEN PRAIRIE	55347	14701 CHARLSON ROAD		9529378500	US	MN	EDEN PRAIRIE	55347	14701 CHARLSON ROAD		US	DE	411883630			1-LAF	1	1231	10-K	20181231	2018	FY	20190225	2019-02-25 11:11:00.0	0	1	chrw-20181231.xml	1		11532777472.00	20180629		
0001043604-19-000012	1043604	JUNIPER NETWORKS INC	3576	US	CA	SUNNYVALE	94089	1133 INNOVATION WAY		4087452000	US	CA	SUNNYVALE	94089	1133 INNOVATION WAY		US	DE	770422528			1-LAF	1	1231	10-K	20181231	2018	FY	20190222	2019-02-22 16:34:00.0	0	1	jnpr-20181231.xml	1		9482999808.00	20180629		
0001045309-19-000025	1045309	W R GRACE & CO	2800	US	MD	COLUMBIA	21044	7500 GRACE DRIVE		410 531 4000	US	MD	COLUMBIA	21044	7500 GRACE DRIVE		US	DE	650773649	GRACE SPECIALTY CHEMICALS INC	19970902	1-LAF	1	1231	10-K	20181231	2018	FY	20190228	2019-02-28 11:58:00.0	0	1	gra-20181231.xml	1		4383984640.00	20180630		
0001045450-19-000027	1045450	EPR PROPERTIES	6798	US	MO	KANSAS CITY	64106	909 WALNUT STREET	SUITE 200	8164721700	US	MO	KANSAS CITY	64106	909 WALNUT STREET	SUITE 200	US	MD	431790877	ENTERTAINMENT PROPERTIES TRUST	19970904	1-LAF	1	1231	10-K	20181231	2018	FY	20190228	2019-02-28 14:26:00.0	0	1	epr-20181231.xml	1		4853135872.00	20180630		
0001045810-19-000023	1045810	NVIDIA CORP	3674	US	CA	SANTA CLARA	95051	2788 SAN TOMAS EXPRESSWAY		408-486-2000	US	CA	SANTA CLARA	95051	2788 SAN TOMAS EXPRESSWAY		US	DE	943177549	NVIDIA CORP/DE	20020612	1-LAF	1	0131	10-K	20190131	2019	FY	20190221	2019-02-21 16:37:00.0	0	1	nvda-20190127.xml	1		146659999744.00	20180727		
0001046025-19-000013	1046025	HERITAGE FINANCIAL CORP /WA/	6036	US	WA	OLYMPIA	98501	201 FIFTH AVENUE S.W.	P O BOX 1578	3609431500	US	WA	OLYMPIA	98501	205 5TH AVE SW	P O BOX 1578	US	WA	911857900			1-LAF	0	1231	10-K	20181231	2018	FY	20190301	2019-03-01 12:22:00.0	0	1	hfwa-20181231.xml	1		1164701696.00	20180630		
0001046311-19-000011	1046311	CHOICE HOTELS INTERNATIONAL INC /DE	7011	US	MD	ROCKVILLE	20850	1 CHOICE HOTELS CIRCLE	SUITE 400	3015925181	US	MD	ROCKVILLE	20850	1 CHOICE HOTELS CIRCLE	SUITE 400	US	DE	521209792	CHOICE HOTELS FRANCHISING INC	19971118	1-LAF	1	1231	10-K	20181231	2018	FY	20190226	2019-02-26 16:51:00.0	0	1	chh-20181231.xml	1		2690763776.00	20180630		
0001046327-19-000010	1046327	REALNETWORKS INC	7371	US	WA	SEATTLE	98134	1501 FIRST AVENUE SOUTH	SUITE 600	2066742700	US	WA	SEATTLE	98134	1501 FIRST AVENUE SOUTH	SUITE 600	US	WA	911628146			2-ACC	0	1231	10-K	20181231	2018	FY	20190308	2019-03-08 08:22:00.0	0	1	rnwk-20181231.xml	1		89000000.00	20180630		
0001046995-19-000002	1046995	EMAGIN CORP	3674	US	NY	HOPEWELL JUNCTION	12533	700 SOUTH DRIVE	SUITE  201	845-838-7900	US	NY	HOPEWELL JUNCTION	12533	700 SOUTH DRIVE	SUITE  201			561764501	FASHION DYNAMICS CORP	19980805	4-NON	0	1231	10-K	20181231	2018	FY	20190328	2019-03-28 16:43:00.0	0	1	eman-20181231.xml	1		54000000.00	20180630		
0001047122-19-000007	1047122	RAYTHEON CO/	3812	US	MA	WALTHAM	02451-1449	870 WINTER STREET		781-522-3000	US	MA	WALTHAM	02451-1449	870 WINTER STREET		US	DE	951778500	HE HOLDINGS INC	19971001	1-LAF	1	1231	10-K	20181231	2018	FY	20190213	2019-02-13 10:50:00.0	0	1	rtn-12312018x10k_htm.xml	1		54999998464.00	20180629		
0001047127-19-000007	1047127	AMKOR TECHNOLOGY, INC.	3674	US	AZ	TEMPE	85284	2045 EAST INNOVATION CIRCLE		480-821-5000	US	AZ	TEMPE	85284	2045 EAST INNOVATION CIRCLE		US	DE	231722724	AMKOR TECHNOLOGY INC	19971001	1-LAF	1	1231	10-K	20181231	2018	FY	20190222	2019-02-22 14:02:00.0	0	1	amkr-20181231.xml	1		872000000.00	20180629		
0001047340-19-000023	1047340	FRESH DEL MONTE PRODUCE INC	0100	US	FL	CORAL GABLES	33134	241 SEVILLA AVENUE, 12TH FLOOR	C/O DEL MONTE FRESH PRODUCE CO	3055208400	US	FL	CORAL GABLES	33134	C/O DEL MONTE FRESH PRODUCE COMPANY	241 SEVILLA AVENUE, 12TH FLOOR	KY		000000000			1-LAF	1	1231	10-K	20181231	2018	FY	20190219	2019-02-19 17:23:00.0	0	1	fdp-20181228.xml	1		1368690048.00	20180629		
0001047469-19-000224	1385157	TE CONNECTIVITY LTD.	5065	CH		CH-8200 SCHAFFHAUSEN	1	RHEINSTRASSE 20		41 (0)52 633 6661	CH		CH-8200 SCHAFFHAUSEN	1	RHEINSTRASSE 20		CH		980518048	TYCO ELECTRONICS LTD.	20070104	1-LAF	0	0930	10-Q	20181231	2019	Q1	20190124	2019-01-24 12:12:00.0	0	1	tel-20181228.xml	1					
0001047469-19-000263	1730430	KINIKSA PHARMACEUTICALS, LTD.	2834	BM		HAMILTON	HM11	CLARENDON HOUSE	2 CHURCH STREET	7814399100	BM		HAMILTON	HM11	CLARENDON HOUSE	2 CHURCH STREET	BM		000000000			4-NON	0	1231	S-1	20180930	2018	Q3	20190128	2019-01-28 16:46:00.0	0	1	knsa-20190114.xml	1					
0001047469-19-000300	1038074	SILICON LABORATORIES INC	3674	US	TX	AUSTIN	78701	400 W CESAR CHAVEZ		5124168500	US	TX	AUSTIN	78701	400 W CESAR CHAVEZ		US	DE	742793174			1-LAF	1	1231	10-K	20181231	2018	FY	20190130	2019-01-30 17:03:00.0	0	1	slab-20181229.xml	1		4200000000.00	20180629		
0001047469-19-000413	1739104	ELANCO ANIMAL HEALTH INC	2834	US	IN	GREENFIELD	46140	2500 INNOVATION WAY		877-352-6261	US	IN	GREENFIELD	46140	2500 INNOVATION WAY		US	IN	000000000			4-NON	0	1231	S-4	20180930	2018	Q3	20190208	2019-02-08 14:03:00.0	1	1	elan-20190208.xml	1					
0001047469-19-000469	1126328	PRINCIPAL FINANCIAL GROUP INC	6321	US	IA	DES MOINES	50392	711 HIGH STREET		5152475111	US	IA	DES MOINES	50392	711 HIGH STREET		US	DE	421520346			1-LAF	1	1231	10-K	20181231	2018	FY	20190213	2019-02-13 13:12:00.0	0	1	pfg-20181231.xml	1		15100000256.00	20180629		
0001047469-19-000508	1253986	ARBOR REALTY TRUST INC	6798	US	NY	UNIONDALE	11553	333 EARLE OVINGTON BOULEVARD	SUITE 900	516-506-4200	US	NY	UNIONDALE	11553	333 EARLE OVINGTON BLVD STE.900		US	MD	200057959			2-ACC	0	1231	10-K	20181231	2018	FY	20190215	2019-02-15 08:34:00.0	0	1	abr-20181231.xml	1		632700032.00	20180630		
0001047469-19-000541	1080014	INNOVIVA, INC.	2834	US	CA	BRISBANE	94005	2000 SIERRA POINT PARKWAY	SUITE 500	6502389600	US	CA	BRISBANE	94005	2000 SIERRA POINT PARKWAY	SUITE 500	US	DE	943265960	THERAVANCE INC	20020207	1-LAF	1	1231	10-K	20181231	2018	FY	20190219	2019-02-19 16:28:00.0	0	1	inva-20181231.xml	1		904845440.00	20180629		
0001047469-19-000562	1333141	FRESENIUS MEDICAL CARE AG & CO. KGAA	8090	DE		BAD HOMBURG	61352	ELSE-KROENER STRASSE 1		011-49-6172-6090	DE		BAD HOMBURG	61352	ELSE-KROENER STRASSE 1				000000000			1-LAF	1	1231	20-F	20181231	2018	FY	20190220	2019-02-20 14:02:00.0	0	1	fms-20181231.xml	1					
0001047469-19-000567	1314772	SUMMER INFANT, INC.	3990	US	RI	WOONSOCKET	02895	1275 PARK EAST DRIVE		401-671-6550	US	RI	WOONSOCKET	02895	1275 PARK EAST DRIVE		US	DE	201994619	KBL HEALTHCARE ACQUISITION CORP. II	20050119	4-NON	0	1231	10-K	20181231	2018	FY	20190220	2019-02-20 16:34:00.0	1	1	sumr-20181229.xml	1		11800000.00	20180630		
0001047469-19-000591	1075607	TC PIPELINES LP	4922	US	TX	HOUSTON	77002-2700	700 LOUISIANA STREET, SUITE 700		(877) 290-2772	US	TX	HOUSTON	77002-2700	700 LOUISIANA STREET, SUITE 700		US	DE	522135448			1-LAF	1	1231	10-K	20181231	2018	FY	20190221	2019-02-21 16:52:00.0	0	1	tcp-20181231.xml	1		1400000000.00	20180630		
0001047469-19-000604	1158324	COGENT COMMUNICATIONS HOLDINGS, INC.	4899	US	DC	WASHINGTON	20037	2450 N STREET, NW		2022954200	US	DC	WASHINGTON	20037	2450 N STREET, NW		US	DE	522337274	COGENT COMMUNICATIONS GROUP INC	20010828	1-LAF	1	1231	10-K	20181231	2018	FY	20190222	2019-02-22 08:53:00.0	0	1	ccoi-20181231.xml	1		2300000000.00	20180630		
0001047469-19-000609	1739104	ELANCO ANIMAL HEALTH INC	2834	US	IN	GREENFIELD	46140	2500 INNOVATION WAY		877-352-6261	US	IN	GREENFIELD	46140	2500 INNOVATION WAY				825497352			4-NON	0	1231	S-4/A	20181231	2018	FY	20190222	2019-02-22 11:46:00.0	0	1	elan-20190222.xml	1					
0001047469-19-000624	1800	ABBOTT LABORATORIES	2834	US	IL	ABBOTT PARK	60064-3500	100 ABBOTT PARK ROAD		2246676100	US	IL	ABBOTT PARK	60064-3500	100 ABBOTT PARK ROAD		US	IL	360698440			1-LAF	1	1231	10-K	20181231	2018	FY	20190222	2019-02-22 16:13:00.0	0	1	abt-20181231.xml	1		104305729536.00	20180630		
0001047469-19-000676	1598655	GASLOG PARTNERS LP	4400	GB		LONDON	SW3 4NX	C/O GASLOG SERVICES UK LTD	81 KINGS ROAD	44 0 203 388 3109	GB		LONDON	SW3 4NX	C/O GASLOG SERVICES UK LTD	81 KINGS ROAD	MH		000000000			1-LAF	1	1231	20-F	20181231	2018	FY	20190226	2019-02-26 06:48:00.0	0	1	glop-20181231.xml	1					
0001047469-19-000707	896264	USANA HEALTH SCIENCES INC	2833	US	UT	SALT LAKE CITY	84120-6336	3838 WEST PARKWAY BLVD.		8019547100	US	UT	SALT LAKE CITY	84120-6336	3838 WEST PARKWAY BLVD.	3838 WEST PARKWAY BLVD.	US	UT	870500306	USANA INC	19930125	1-LAF	0	1231	10-K	20181231	2018	FY	20190226	2019-02-26 15:57:00.0	0	1	usna-20181231.xml	1		1581107328.00	20180630		
0001047469-19-000712	51143	INTERNATIONAL BUSINESS MACHINES CORP	3570	US	NY	ARMONK	10504	1 NEW ORCHARD ROAD		9144991900	US	NY	ARMONK	10504	1 NEW ORCHARD RD		US	NY	130871985			1-LAF	1	1231	10-K	20181231	2018	FY	20190226	2019-02-26 16:28:00.0	0	1	ibm-20181231.xml	1		127500001280.00	20180630		
0001047469-19-000724	1082554	UNITED THERAPEUTICS CORP	2834	US	MD	SILVER SPRING	20910	1040 SPRING ST		3016089292	US	MD	SILVER SPRING	20910	1040 SPRING ST		US	DE	521984749	UNITED THERAPEUTICS CORP	19990324	1-LAF	1	1231	10-K	20181231	2018	FY	20190227	2019-02-27 06:03:00.0	0	1	uthr-20181231.xml	1		4302864896.00	20180630		
0001047469-19-000725	1157601	MADRIGAL PHARMACEUTICALS, INC.	2834	US	PA	WEST CONSHOHOCKEN	19428	200 BARR HARBOR DRIVE, SUITE 400		404-380-9263	US	PA	WEST CONSHOHOCKEN	19428	200 BARR HARBOR DRIVE, SUITE 400		US	DE	000000000	SYNTA PHARMACEUTICALS CORP	20010815	1-LAF	1	1231	10-K	20181231	2018	FY	20190227	2019-02-27 06:04:00.0	0	1	mdgl-20181231.xml	1		2320322048.00	20180629		
0001047469-19-000747	8818	AVERY DENNISON CORP	2670	US	CA	GLENDALE	91203	207 GOODE AVENUE		626.304.2000	US	CA	GLENDALE	91203	207 GOODE AVENUE		US	DE	951492269	AVERY DENNISON CORPORATION	19920703	1-LAF	1	1231	10-K	20181231	2018	FY	20190227	2019-02-27 16:14:00.0	0	1	avy-20181229.xml	1		8878483456.00	20180630		
0001047469-19-000767	912766	LAUREATE EDUCATION, INC.	8200	US	MD	BALTIMORE	21202	650 S. EXETER STREET		4108436100	US	MD	BALTIMORE	21202	650 S. EXETER STREET		US	DE	521492296	SYLVAN LEARNING SYSTEMS INC	19930929	1-LAF	1	1231	10-K	20181231	2018	FY	20190228	2019-02-28 06:49:00.0	0	1	laur-20181231.xml	1		1163000064.00	20180630		
0001047469-19-000778	1053706	CRA INTERNATIONAL, INC.	8111	US	MA	BOSTON	02116	200 CLARENDON STREET	T-9	6174253000	US	MA	BOSTON	02116	200 CLARENDON STREET	T-9	US	MA	042372210	CHARLES RIVER ASSOCIATES INC	19980126	2-ACC	0	1231	10-K	20181231	2018	FY	20190228	2019-02-28 08:44:00.0	0	1	crai-20181229.xml	1		394500000.00	20180629		
0001047469-19-000788	718877	ACTIVISION BLIZZARD, INC.	7372	US	CA	SANTA MONICA	90405	3100 OCEAN PARK BLVD		3102552000	US	CA	SANTA MONICA	90405	3100 OCEAN PARK BLVD		US	DE	954803544	ACTIVISION INC /NY	19930114	1-LAF	1	1231	10-K	20181231	2018	FY	20190228	2019-02-28 16:25:00.0	0	1	atvi-20181231.xml	1		57447460864.00	20180630		
0001047469-19-000791	1434868	ESPERION THERAPEUTICS, INC.	2834	US	MI	ANN ARBOR	48108	3891 RANCHERO DRIVE, SUITE 150		734-887-3903	US	MI	ANN ARBOR	48108	3891 RANCHERO DRIVE, SUITE 150		US	DE	000000000	HDL THERAPEUTICS INC	20080513	1-LAF	1	1231	10-K	20181231	2018	FY	20190228	2019-02-28 16:51:00.0	0	1	espr-20181231.xml	1		978000000.00	20180629		
0001047469-19-000792	1739940	CIGNA CORP	6324	US	CT	BLOOMFIELD	06002	900 COTTAGE GROVE ROAD		8602266000	US	CT	BLOOMFIELD	06002	900 COTTAGE GROVE ROAD		US	DE	824991898	HALFMOON PARENT, INC.	20180508	1-LAF	1	1231	10-K	20181231	2018	FY	20190228	2019-02-28 16:54:00.0	0	1	ci-20181231.xml	1		41200001024.00	20180630		
0001047469-19-000800	311337	SUNCOR ENERGY INC	2911	CA	AB	CALGARY	T2P 3E3	P.O. BOX 2844	150 - 6TH AVENUE S.W.	403-296-8000	CA	AB	CALGARY	T2P 3E3	P.O. BOX 2844	150 - 6TH AVENUE S.W.	CA	AB	000000000	SUNCOR INC	19970430		0	1231	40-F	20181231	2018	FY	20190301	2019-02-28 19:24:00.0	0	1	su-20181231.xml	1					
0001047469-19-000807	1447669	TWILIO INC	7372	US	CA	SAN FRANCISCO	94105	375 BEALE ST	SUITE 300	650-270-2199	US	CA	San Francisco	94105	375 BEALE ST	SUITE 300	US	DE	000000000			1-LAF	1	1231	10-K	20181231	2018	FY	20190301	2019-03-01 06:11:00.0	0	1	twlo-20181231.xml	1		4400000000.00	20180629		
0001047469-19-000828	1356576	SUPERNUS PHARMACEUTICALS INC	2834	US	MD	ROCKVILLE	20850	1550 E GUDE DR		301-838-2500	US	MD	ROCKVILLE	20850	1550 E GUDE DR		US	DE	000000000			1-LAF	1	1231	10-K	20181231	2018	FY	20190301	2019-03-01 13:58:00.0	0	1	supn-20181231.xml	1		3020270592.00	20180630		
0001047469-19-000834	1169988	BOINGO WIRELESS INC	4899	US	CA	LOS ANGELES	90024	10960 WILSHIRE BLVD., 23RD FLOOR		310-586-5180	US	CA	LOS ANGELES	90024	10960 WILSHIRE BLVD., 23RD FLOOR		US	DE	000000000			1-LAF	0	1231	10-K	20181231	2018	FY	20190301	2019-03-01 15:53:00.0	0	1	wifi-20181231.xml	1		929616256.00	20180630		
0001047469-19-000839	1109354	BRUKER CORP	3826	US	MA	BILLERICA	01821	40 MANNING RD		978663-3660	US	MA	BILLERICA	01821	40 MANNING RD		US	DE	043110160	BRUKER BIOSCIENCES CORP	20030721	1-LAF	1	1231	10-K	20181231	2018	FY	20190301	2019-03-01 16:26:00.0	0	1	brkr-20181231.xml	1		2897458944.00	20180630		
0001047469-19-000845	1001838	SOUTHERN COPPER CORP/	1000	US	AZ	PHOENIX	85014	1440 E. MISSOURI AVENUE	SUITE 160	602-264-1375	US	AZ	PHOENIX	85014	1440 E. MISSOURI AVENUE	SUITE 160	US	DE	133849074	SOUTHERN PERU COPPER CORP/	19960726	1-LAF	1	1231	10-K	20181231	2018	FY	20190301	2019-03-01 16:48:00.0	0	1	scco-20181231.xml	1		2639099904.00	20180630		
0001047469-19-000874	931148	GRAFTECH INTERNATIONAL LTD	3620	US	OH	BROOKLYN HEIGHTS	44131	982 KEYNOTE CIRCLE		2166762000	US	OH	BROOKLYN HEIGHTS	44131	982 KEYNOTE CIRCLE				272496053	UCAR INTERNATIONAL INC	19941011	4-NON	0	1231	S-1	20181231	2018	FY	20190304	2019-03-04 16:32:00.0	0	1	gti-20190304.xml	1					
0001047469-19-000888	1534126	GASLOG LTD.	4400	GB		LONDON	SW3 4NX	C/O GASLOG SERVICES UK LTD	81 KINGS ROAD	44 0 203 388 3109	GB		LONDON	SW3 4NX	C/O GASLOG SERVICES UK LTD	81 KINGS ROAD	BM		000000000			1-LAF	1	1231	20-F	20181231	2018	FY	20190305	2019-03-05 06:48:00.0	0	1	glog-20181231.xml	1					
0001047469-19-000915	1369241	DANAOS CORP	4412	GR		ATHENS	00000	14 AKTI KONDYLI	185 45 PIRAEUS	011302104496480	GR		ATHENS	00000	14 AKTI KONDYLI	185 45 PIRAEUS	MH		000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190305	2019-03-05 17:16:00.0	0	1	dac-20181231.xml	1					
0001047469-19-000961	1564538	GRANITE REAL ESTATE INVESTMENT TRUST	6798	CA	ON	TORONTO	M5K 1H1	77 KING ST. WEST, SUITE 4010	P.O. BOX 159, TD CENTRE	647-925-7522	CA	ON	TORONTO	M5K 1H1	77 KING ST. WEST, SUITE 4010	P.O. BOX 159, TD CENTRE	CA	ON	986068269				0	1231	40-F	20181231	2018	FY	20190307	2019-03-06 21:56:00.0	0	1	grpu-20181231.xml	2	1564540				
0001047469-19-000968	1481512	RA PHARMACEUTICALS, INC.	2834	US	MA	CAMBRIDGE	02140	87 CAMBRIDGE PARK DRIVE		(617) 401-4060	US	MA	CAMBRIDGE	02140	87 CAMBRIDGE PARK DRIVE		US	DE	262908274			2-ACC	0	1231	10-K	20181231	2018	FY	20190307	2019-03-07 07:20:00.0	0	1	rarx-20181231.xml	1		226800000.00	20180629		
0001047469-19-000992	744218	CELLDEX THERAPEUTICS, INC.	2835	US	NJ	HAMPTON	08827	53 FRONTAGE ROAD	SUITE 220	908-200-7500	US	NJ	HAMPTON	08827	53 FRONTAGE ROAD	SUITE 220	US	DE	133191702	AVANT IMMUNOTHERAPEUTICS INC	19980828	2-ACC	0	1231	10-K	20181231	2018	FY	20190307	2019-03-07 16:11:00.0	0	1	cldx-20181231.xml	1		79000000.00	20180630		
0001047469-19-001018	715579	ACNB CORP	6022	US	PA	GETTYSBURG	17325	16 LINCOLN SQUARE	P O BOX 3129	7173343161	US	PA	GETTYSBURG	17325	P O BOX 3129	16 LINCOLN SQUARE	US	PA	232233457			2-ACC	0	1231	10-K	20181231	2018	FY	20190308	2019-03-08 12:06:00.0	0	1	acnb-20181231.xml	1		232057056.00	20180630		
0001047469-19-001031	915191	FAIRFAX FINANCIAL HOLDINGS LTD/ CAN	6331	CA	ON	TORONTO	M5J 2N7	FAIRFAX FINANCIAL HOLDINGS LTD	95 WELLINGTON ST WEST STE 800	4163674941	CA	ON	TORONTO	M5J 2N7	FAIRFAX FINANCIAL HOLDINGS LTD	95 WELLINGTON ST WEST STE 800	CA		101728897	FAIRFAX FINANCIAL HOLDINGS LTD	19931122		0	1231	40-F	20181231	2018	FY	20190308	2019-03-08 16:45:00.0	0	1	ffh-20181231.xml	1					
0001047469-19-001057	1648257	HUTCHISON CHINA MEDITECH LTD	2834	HK		HONG KONG	00000	22ND FLOOR HUTCHISON HOUSE	10 HARCOURT ROAD	852-2121-3888	HK		HONG KONG	00000	22ND FLOOR HUTCHISON HOUSE	10 HARCOURT ROAD	KY		000000000			1-LAF	1	1231	20-F	20181231	2018	FY	20190311	2019-03-11 07:46:00.0	0	1	hcm-20181231.xml	1					
0001047469-19-001116	1567345	HEMISPHERE MEDIA GROUP, INC.	4841	US	FL	CORAL GABLES	33146	4000 PONCE DE LEON BLVD., SUITE 650		305-421-6364	US	FL	CORAL GABLES	33146	4000 PONCE DE LEON BLVD., SUITE 650		US	DE	800885255			2-ACC	0	1231	10-K	20181231	2018	FY	20190312	2019-03-12 08:35:00.0	0	1	hmtv-20181231.xml	1		236631648.00	20180630		
0001047469-19-001136	1261249	AGILE THERAPEUTICS INC	2834	US	NJ	PRINCETON	08540-1715	101 POOR FARM ROAD		609-683-1880	US	NJ	PRINCETON	08540-1715	101 POOR FARM ROAD		US	DE	000000000			4-NON	0	1231	10-K	20181231	2018	FY	20190312	2019-03-12 16:30:00.0	0	1	agrx-20181231.xml	1		16800000.00	20180629		
0001047469-19-001138	1641640	NABRIVA THERAPEUTICS PLC	2834	IE		DUBLIN	2	56 FITZWILLIAM SQUARE		(610) 816-6640	US	PA	KING OF PRUSSIA	19406	1000 CONTINENTAL DRIVE	SUITE 600	IE		000000000	NABRIVA THERAPEUTICS AG	20150507	2-ACC	0	1231	10-K	20181231	2018	FY	20190312	2019-03-12 16:37:00.0	0	1	nbrv-20181231.xml	1		141700000.00	20180629		
0001047469-19-001144	1282648	HALCON RESOURCES CORP	1311	US	TX	HOUSTON	77002	1000 LOUISIANA STREET, SUITE 6700		832-538-0300	US	TX	HOUSTON	77002	1000 LOUISIANA STREET, SUITE 6700		US	DE	200700684	RAM ENERGY RESOURCES INC	20060518	2-ACC	0	1231	10-K	20181231	2018	FY	20190312	2019-03-12 17:29:00.0	0	1	hk-20181231.xml	1		589900032.00	20180630		
0001047469-19-001212	1454789	CATABASIS PHARMACEUTICALS INC	2834	US	MA	CAMBRIDGE	02139	ONE KENDALL SQUARE	BLDG. 1400E, SUITE B14202	617-349-1971	US	MA	CAMBRIDGE	02139	ONE KENDALL SQUARE	BLDG. 1400E, SUITE B14202	US	DE	000000000			4-NON	0	1231	10-K	20181231	2018	FY	20190314	2019-03-14 07:32:00.0	0	1	catb-20181231.xml	1		63319764.00	20180630		
0001047469-19-001244	1744894	SIRIUS INTERNATIONAL INSURANCE GROUP, LTD.	6331	BM		HAMILTON	HM11	14 WESLEY STREET, 5TH FLOOR		1-441-278-3140	BM		HAMILTON	HM11	14 WESLEY STREET, 5TH FLOOR		BM		980529995			4-NON	0	1231	10-K	20181231	2018	FY	20190314	2019-03-14 16:11:00.0	0	1	sg-20181231.xml	1		0.00	20180630		
0001047469-19-001282	1563407	SMART & FINAL STORES, INC.	5411	US	CA	COMMERCE	90040	600 CITADEL DRIVE		323.869.7500	US	CA	COMMERCE	90040	600 CITADEL DRIVE		US	CA	800862253	SMART & FINAL STORES	20140616	2-ACC	0	1231	10-K	20181231	2018	FY	20190315	2019-03-15 06:14:00.0	0	1	sfs-20181230.xml	1		144005232.00	20180617		
0001047469-19-001344	1467652	NEOS THERAPEUTICS, INC.	2834	US	TX	GRAND PRAIRIE	75050	2940 N. HIGHWAY 360	SUITE 400	972.408.1360	US	TX	GRAND PRAIRIE	75050	2940 N. HIGHWAY 360	SUITE 400	US	DE	270395455			2-ACC	0	1231	10-K	20181231	2018	FY	20190318	2019-03-18 08:34:00.0	0	1	neos-20181231.xml	1		177900000.00	20180630		
0001047469-19-001374	1503274	QUANTERIX CORP	3826	US	MA	LEXINGTON	02421	113 HARTWELL AVE		617-301-9400	US	MA	LEXINGTON	02421	113 HARTWELL AVE		US	DE	208957988			2-ACC	0	1231	10-K	20181231	2018	FY	20190318	2019-03-18 16:07:00.0	0	1	qtrx-20181231.xml	1		162800000.00	20180630		
0001047469-19-001375	1330436	LIQUIDIA TECHNOLOGIES INC	3841	US	NC	DURHAM	27713	419 DAVIS DRIVE	SUITE 100	919-328-4400	US	NC	RESEARCH TRIANGLE PARK	27709	P.O. BOX 110085		US	DE	000000000			4-NON	0	1231	S-1	20181231	2018	FY	20190318	2019-03-18 16:08:00.0	0	1	lqda-20181231.xml	1					
0001047469-19-001377	1680379	STERLING BANCORP, INC.	6035	US	MI	SOUTHFIELD	48076	ONE TOWNE SQUARE	SUITE 1900	248-351-3495	US	MI	SOUTHFIELD	48076	ONE TOWNE SQUARE	SUITE 1900	US	MI	382424834			2-ACC	0	1231	10-K	20181231	2018	FY	20190318	2019-03-18 16:17:00.0	0	1	sbt-20181231.xml	1		240900000.00	20180630		
0001047469-19-001382	1260990	GTX INC /DE/	2834	US	TN	MEMPHIS	38103	175 TOYOTA PLAZA	7TH FLOOR	901-523-9700	US	TN	MEMPHIS	38103	175 TOYOTA PLAZA	7TH FLOOR	US	DE	621715807			2-ACC	0	1231	10-K	20181231	2018	FY	20190318	2019-03-18 16:41:00.0	0	1	gtxi-20181231.xml	1		189830464.00	20180630		
0001047469-19-001388	712770	ONE LIBERTY PROPERTIES INC	6798	US	NY	GREAT NECK	11021-3190	60 CUTTER MILL RD	SUITE 303	5164663100	US	NY	GREAT NECK	11021-3190	60 CUTTER MILL ROAD	SUITE 303	US	MD	133147497	ONE LIBERTY FIRESTONE PROPERTIES INC	19851112	2-ACC	0	1231	10-K	20181231	2018	FY	20190318	2019-03-18 17:15:00.0	0	1	olp-20181231.xml	1		398000000.00	20180630		
